Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ParcelCount,API_Command_java_lang_Runtime_exec,API_WebView_android_webkit_WebView_loadUrl,API_Database_android_database_sqlite_SQLiteDatabase_execSQL,API_Database_android_database_sqlite_SQLiteDatabase_getPath,API_Database_android_database_sqlite_SQLiteDatabase_insert,API_Database_android_database_sqlite_SQLiteDatabase_insertWithOnConflict,API_Database_android_database_sqlite_SQLiteDatabase_rawQuery,API_Database_android_database_sqlite_SQLiteDatabase_rawQueryWithFactory,API_Database_android_database_sqlite_SQLiteDatabase_updateWithOnConflict,API_IPC_android_content_ContextWrapper_sendBroadcast,API_IPC_android_content_ContextWrapper_startActivity,API_IPC_android_content_ContextWrapper_registerReceiver,API_Binder_android_app_ContextImpl_registerReceiver,API_Crypto_javax_crypto_spec_SecretKeySpec_$init,API_Crypto_javax_crypto_Cipher_doFinal,API_Crypto-Hash_java_security_MessageDigest_digest,API_Crypto-Hash_java_security_MessageDigest_update,API_DeviceInfo_android_telephony_TelephonyManager_getDeviceId,API_DeviceInfo_android_telephony_TelephonyManager_getSubscriberId,API_DeviceInfo_android_telephony_TelephonyManager_getLine1Number,API_DeviceInfo_android_net_wifi_WifiInfo_getBSSID,API_Network_java_net_URL_openConnection,API_DexClassLoader_dalvik_system_BaseDexClassLoader_findResource,API_DexClassLoader_dalvik_system_DexFile_loadClass,API_Base64_android_util_Base64_decode,API_Base64_android_util_Base64_encode,API_Base64_android_util_Base64_encodeToString,API_SystemManager_android_app_ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android_app_NotificationManager_notify,API_DeviceData_android_content_ContentResolver_query,API_DeviceData_android_content_ContentResolver_registerContentObserver,API_DeviceData_android_os_SystemProperties_get,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Logcat_debug,Logcat_info,Logcat_warning,Logcat_error,Logcat_verbose,Logcat_total,label
107675,22896,8464,46092,123016,25452,31320,27465,3854,109,55,0,8,0,4,0,0,0,2,2,0,0,60,64,4,4,62,40,22,24,4,0,4,4,0,0,7,7,0,0,0,60,14,18531,97,17809,178,2200,5814,999,109,1760,10882,8
99776,19068,8444,45504,135628,22120,30796,26521,4274,88,59,0,10,0,6,0,0,0,3,3,0,0,90,97,6,6,90,58,38,46,6,0,4,5,0,0,9,9,0,0,0,100,19,34354,150,25911,293,3775,1105,2128,2477,116,9601,8
44803,4664,11724,32316,100680,4680,15653,12123,3529,42,22,0,0,0,58,2,2,0,28,0,0,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,10176,165,118,2612,1573,576,4304,9183,40
64126,3312,10276,54724,78328,3452,23276,18443,4832,289,32,0,0,0,4,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,27,24,21,872810,738,27864,530,2074,403,609,3911,2780,9777,234
41915,5908,12064,28840,94008,5924,15369,11232,4136,21,14,0,0,0,88,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,3077,3256,25730,115,662,32840,40
150565,42764,9968,96468,86944,44764,37083,28656,8426,15,39,0,20,0,0,0,0,0,0,0,0,0,68,90,19,19,496,248,2,4,4,0,0,3,0,6,0,0,0,0,27,48,15,3359345,2787,127193,1849,110,3341,2104,1367,1830,8752,12
95390,17428,8468,48840,120156,18392,32677,28330,4346,92,50,0,12,0,2,0,0,0,1,1,0,0,43,47,2,2,54,32,15,18,2,0,2,2,0,0,4,4,0,0,0,60,6,41040,133,21062,186,2171,111,797,1670,5742,10491,8
46327,5312,11688,35308,72948,5328,12174,9777,2396,5,22,0,0,6,9,0,0,1,3,0,0,15,91,182,0,0,0,0,1,2,0,0,4,0,0,0,0,0,0,0,0,30,63,126714,110,4572,87,179,2804,3128,846,2513,9470,323
95470,18976,8888,42896,134356,21440,28312,24378,3933,32,59,0,10,0,6,0,0,0,3,3,0,0,83,89,6,6,88,56,34,42,6,0,3,4,0,0,7,7,0,0,0,80,17,29635,134,24038,267,1061,1686,2369,5277,108,10501,8
103885,23884,8376,41320,131556,27312,30094,26261,3832,66,61,0,8,0,4,0,0,0,2,2,0,0,64,70,4,4,62,40,26,26,4,0,3,6,0,0,6,6,0,0,0,60,15,19797,96,18789,218,2434,146,3370,2263,927,9140,8
42977,800,11236,38424,75560,808,7937,6125,1811,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,24,0,0,0,0,556,113,6499,1612,1382,10162,12
54992,9348,10780,34708,91200,12712,20666,16540,4125,65,26,0,0,0,0,0,0,0,0,0,0,0,8,16,0,7,783,791,0,0,0,0,0,0,0,16,0,0,0,0,0,10,5,0,0,0,0,163,2202,636,2627,4337,9965,8
37663,908,10948,30740,91816,920,14206,10951,3254,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0,4532,142,911,3284,2118,10987,12
45605,1188,11176,40568,75988,1192,7938,6126,1811,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,28,0,0,0,0,7218,4232,1617,120,773,13960,12
79998,7240,10776,63648,93416,7252,27803,20830,6972,21,34,0,0,0,140,44,44,0,0,0,0,0,24,48,1056,128,0,0,0,0,0,0,0,6,0,1184,0,0,0,0,0,4,150,0,0,0,0,112,751,2523,3643,5589,12618,92
29585,100,12520,24628,80724,108,7948,5375,2572,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2149,1056,1555,3054,117,7931,5
43906,3532,11304,32300,78952,5388,15204,12085,3118,20,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,842,3079,8956,111,2515,15503,12
107212,22948,8476,44056,124748,29344,29713,25560,4152,68,57,0,11,0,4,0,0,0,2,2,0,0,63,66,4,4,62,40,23,26,4,0,3,4,0,0,8,8,0,0,0,40,14,27282,113,20437,217,109,2482,3719,926,1986,9222,8
33309,3560,12284,24676,79092,3568,8950,5392,3557,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,116,1344,1138,773,4319,7690,12
42634,10868,9672,23168,77388,10980,7197,5898,1298,0,25,0,8,0,4,0,0,0,2,2,0,0,46,53,2,2,59,37,25,30,4,0,3,4,0,0,5,5,0,0,0,60,10,19962,98,18526,185,1701,110,902,2390,4813,9916,8
106903,23204,8512,49108,133004,25696,34201,29664,4536,156,52,0,12,0,4,0,0,0,2,2,0,0,68,72,4,4,106,62,23,24,4,0,4,5,0,0,9,9,0,0,0,100,16,32769,146,25498,246,3090,1716,140,992,2313,8251,8
86706,16508,8444,39304,128060,21888,26225,23536,2688,60,57,0,11,0,6,0,0,0,3,3,0,0,90,97,6,6,70,48,33,38,6,0,4,4,0,0,7,7,0,0,0,60,16,30293,129,23108,255,4071,2570,1196,1715,139,9691,5
35785,448,11024,30756,84788,460,14210,11209,3000,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,105,2376,2953,750,1694,7878,12
95735,20104,8480,44668,137448,22052,29967,25841,4125,48,57,0,11,0,4,0,0,0,2,2,0,0,70,76,4,4,106,62,26,32,4,0,3,3,0,0,6,6,0,0,0,60,11,34385,130,21418,225,131,1547,1761,1037,2890,7366,8
98877,21120,8444,41336,133856,23724,30027,25997,4029,52,59,0,6,0,4,0,0,0,2,2,0,0,59,64,4,4,62,40,24,26,4,0,3,4,0,0,4,4,0,0,0,40,12,20841,100,19267,204,3294,2313,131,938,2101,8777,8
49295,2852,12760,36548,82316,4552,17355,14664,2690,54,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,3273,863,2637,112,4222,11107,12
42477,3988,12100,29816,100844,4000,15395,11413,3981,21,18,0,0,0,84,4,4,0,40,0,0,0,32,64,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,59,0,0,10008,161,7198,547,111,2294,1794,11944,40
43606,984,11188,38964,74612,988,7921,5969,1951,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,25,0,0,0,0,1624,934,3340,118,3083,9099,12
36926,2572,10924,26628,97656,2584,14600,11513,3086,38,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2490,1082,1200,7408,71,12251,40
47778,8280,9504,23672,85320,8348,9586,7148,2437,14,36,0,7,0,4,0,0,0,2,2,0,0,65,72,4,4,94,58,33,36,6,0,3,5,0,0,3,3,0,0,0,60,13,30798,110,20657,225,1646,2599,746,136,1585,6712,8
34651,408,11112,29020,85956,416,9984,6828,3155,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,3423,1593,121,3277,1145,9559,12
62327,6148,9944,48876,82760,7100,30749,25179,5569,159,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,3571,1835,635,2018,110,8169,8
38555,584,11244,34900,61056,588,7936,6070,1865,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,18,0,0,0,0,1720,2821,3314,114,931,8900,12
42560,1220,11228,37076,75568,1224,7925,6401,1523,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,21,0,0,0,0,2937,4087,857,111,2029,10021,12
43653,596,11240,38912,77052,600,7937,6087,1849,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,25,0,0,0,0,109,3317,1829,3264,1063,9582,12
44724,744,11172,40376,73416,748,7926,6232,1693,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,27,0,0,0,0,5108,717,3916,1875,111,11727,12
45261,5136,10824,31984,101416,5148,15721,12459,3261,42,24,0,0,0,36,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,11880,198,1938,120,1096,4612,2269,10035,40
51415,6692,11668,34900,74752,9564,15178,12843,2334,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,50,0,0,0,0,3387,115,2742,5974,746,12964,12
99507,19872,8564,48660,126728,20652,33470,28407,5062,90,57,0,11,0,4,0,0,0,2,2,0,0,66,74,4,4,64,42,26,28,4,0,3,4,0,0,6,6,0,0,0,60,13,99103,181,24897,267,2302,825,112,1930,6456,11625,8
36387,608,11212,32416,66820,612,7935,6045,1889,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,13,0,0,0,0,549,3278,1371,1097,107,6402,12
83181,25592,10700,45296,107888,27304,25777,19255,6521,177,51,0,0,1,36,4,4,0,16,0,0,0,10,20,0,0,2,2,2,0,0,0,3,10,0,0,0,0,0,0,0,14,28,10300,53,10831,67,3261,4194,381,1949,734,10519,92
35475,3148,12292,25912,89728,3164,13113,10115,2997,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,36,0,0,0,0,0,0,0,17,0,0,0,18,0,0,0,0,6052,1624,107,412,1297,9492,12
88144,19200,8436,39760,131220,21828,28323,24631,3691,46,57,0,6,0,4,0,0,0,2,2,0,0,58,62,4,4,18,18,26,30,4,0,3,4,0,0,6,6,0,0,0,60,12,10787,73,13784,169,3443,112,2203,2391,1055,9204,8
60814,12108,9108,30540,92068,19192,17825,14989,2835,16,35,0,8,0,4,0,0,0,2,2,0,0,38,43,4,4,280,148,23,28,4,0,2,3,0,0,3,3,0,0,0,40,8,990032,1106,121845,1071,134,7418,2147,978,1796,12473,8
40910,1076,11152,36100,72848,1080,7936,6178,1757,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,20,0,0,0,0,117,2920,2839,1695,894,8465,12
42459,4552,11912,30080,101548,4568,15929,12413,3515,23,18,0,0,0,84,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,119,659,18428,2505,2215,23926,40
49545,476,10792,43400,94324,488,20273,17140,3132,21,30,0,0,0,30,2,2,0,14,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,15600,248,1022,1738,2201,681,118,5760,40
50443,5284,11368,35416,79952,8196,17489,13491,3997,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,0,0,0,0,2010,4335,118,557,3287,10307,78
43260,1084,11236,38612,74852,1088,7942,6298,1643,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,24,0,0,0,0,796,3579,121,2448,4538,11482,12
95702,20008,8444,42348,131232,26348,28776,24378,4397,146,53,0,3,0,4,0,0,0,2,2,0,0,54,60,4,4,19,19,24,26,4,0,3,4,0,0,3,3,0,0,0,40,12,7952,72,15343,168,2119,945,2540,135,3474,9213,8
61872,13352,9104,30972,90428,20480,17946,14289,3656,28,35,0,10,0,4,0,0,0,2,2,0,0,46,51,4,4,62,40,22,24,4,0,3,4,0,0,6,6,0,0,0,40,9,27199,117,20044,221,1692,1019,4131,2216,118,9176,8
56347,4244,9932,43376,81480,6932,20928,17283,3644,152,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,8,5,0,0,300,5,4486,581,2514,1737,109,9427,12
48656,5820,10920,34524,93856,5828,15614,11709,3904,7,25,0,0,0,51,0,0,34,34,0,0,0,0,0,0,0,0,0,86,172,172,0,0,757,0,0,0,0,0,0,2752,0,34,0,0,0,0,1608,2331,88,11486,2795,18308,8
58174,5868,10708,43256,98880,5884,24478,20406,4071,21,32,0,0,0,62,2,2,0,30,0,0,0,22,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,3128,105,736,2318,2991,9278,40
34904,3992,12196,26168,77616,4004,7925,5508,2416,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,32,0,0,0,0,113,3413,3710,802,1930,9968,77
45847,944,11120,39840,80284,948,7943,6247,1695,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,27,0,0,0,0,3629,927,5892,2112,141,12701,12
28061,16,12308,24612,70876,24,8953,5390,3562,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,884,1729,119,2742,1567,7041,12
45473,1268,11224,40544,74948,1272,7922,6133,1788,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,28,0,0,0,0,938,2089,269,4391,6606,14293,12
55545,296,11116,50924,81804,300,17066,11864,5201,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,210,0,0,0,30,238618,2084,255650,2611,109,3687,4395,951,10082,19224,12
44689,780,11144,39528,80444,788,7938,6121,1816,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,26,0,0,0,0,947,3674,1581,111,4280,10593,12
109585,23884,8536,44856,128272,31092,30447,25199,5247,81,57,0,4,0,4,0,0,0,2,2,0,0,56,62,4,4,63,41,24,26,4,0,3,4,0,0,2,2,0,0,0,40,12,19577,98,18753,205,141,1982,848,1694,2965,7630,5
43056,5868,11780,30996,75700,5884,13132,10500,2631,8,16,0,0,3,9,0,0,0,3,0,0,0,1,2,9,9,6,3,6,42,0,0,0,0,0,0,0,0,0,0,0,2,64,0,0,0,0,7778,1964,2005,105,628,12480,12
38666,944,10944,32704,81860,956,16256,10949,5306,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,104,2417,5265,896,3504,12186,12
43224,3128,12184,31088,100000,4776,15646,12578,3067,21,16,0,0,0,6,0,0,0,3,0,0,0,4,8,23,23,0,0,23,148,10,0,0,23,0,0,0,0,0,0,0,8,21,0,0,0,0,107,15369,687,2535,3070,21768,12
95392,20688,8432,40516,133600,26020,28721,24848,3872,98,53,0,4,0,6,0,0,0,3,3,0,0,78,85,6,6,27,27,37,46,6,0,4,4,0,0,5,5,0,0,0,60,16,14303,98,20695,225,1755,906,106,3276,2410,8453,8
40129,812,11148,34944,77556,816,7936,6149,1786,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,18,0,0,0,0,949,2780,2284,2664,106,8783,12
90822,19160,8396,38684,135320,21720,28632,24819,3812,32,55,0,11,0,4,0,0,0,2,2,0,0,64,70,4,4,163,91,26,32,4,0,3,3,0,0,5,5,0,0,0,60,11,436631,547,49517,604,2076,1058,5118,140,2102,10494,8
91752,14940,8484,48272,131076,17320,32875,27761,5113,91,57,0,6,0,4,0,0,0,2,2,0,0,60,66,4,4,63,41,27,32,4,0,4,4,0,0,3,3,0,0,0,60,12,23089,109,20834,212,1013,3498,2189,150,1854,8704,8
36667,636,11160,32376,69560,640,7935,5967,1967,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,13,0,0,0,0,821,124,1469,2913,8545,13872,12
98321,20980,8468,45364,135656,23572,31424,27471,3952,92,59,0,10,0,6,0,0,0,3,3,0,0,93,103,6,6,71,49,42,50,6,0,5,6,0,0,9,9,0,0,0,100,19,29455,143,25338,272,2753,143,1068,3666,2027,9657,8
85583,16408,8468,39648,138500,18856,28174,24563,3610,32,59,0,9,0,6,0,0,0,3,3,0,0,88,95,6,6,71,49,34,38,6,0,5,5,0,0,7,7,0,0,0,80,18,23111,133,25376,291,1829,1233,2497,3569,113,9241,8
39856,3888,12204,27516,92936,5468,15225,12307,2917,21,14,0,0,0,6,0,0,0,3,0,0,0,3,6,4,4,0,0,4,32,8,0,0,4,0,0,0,0,0,0,0,6,20,0,0,0,0,6077,681,111,1418,1334,9621,12
137294,468,10700,131616,87828,480,81279,64815,16463,21,50,0,0,0,80,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,5313,568,1233,1522,109,8745,40
36553,672,11140,32368,72716,676,7935,6058,1876,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,13,0,0,0,0,2431,116,763,2341,2672,8323,12
32835,2776,12112,24608,80524,2788,8942,5374,3567,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2203,114,1831,780,7575,12503,12
42093,2596,12560,28536,94004,6472,15279,13023,2255,40,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,3415,695,117,2607,3916,10750,8
39395,3012,11004,29964,91320,3028,14383,11353,3029,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,98,50,0,0,6,0,0,0,0,10,0,0,0,11,763,11,416,8,3414,100,4041,640,1938,10133,12
43061,596,10892,36424,90644,640,14312,12645,1666,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,30,0,0,0,0,4036,4074,112,10173,1030,19425,8
67390,13888,9060,31068,90508,21148,18407,15524,2882,16,35,0,9,0,4,0,0,0,2,2,0,0,40,45,4,4,174,96,23,28,4,0,3,3,0,0,3,3,0,0,0,40,9,436786,530,45690,547,110,9493,2071,883,1987,14544,8
107003,22292,8520,47064,135124,23712,31613,27077,4535,118,53,0,9,0,4,0,0,0,2,2,0,0,65,70,4,4,63,41,27,32,4,0,4,4,0,0,7,7,0,0,0,80,13,23923,117,21345,241,117,1099,2163,3319,2297,8995,8
46056,6508,11980,31492,98204,6520,15689,13210,2478,21,18,0,0,0,46,2,2,0,22,0,0,0,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,14728,234,879,113,1978,2742,1519,7231,40
37994,4444,11948,26968,92288,4460,13334,11132,2201,46,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,200,5,7080,118,114,804,1988,5932,2578,11416,8
89534,14756,8524,45956,120204,20640,30569,26144,4424,122,48,0,4,0,2,0,0,0,1,1,0,0,33,37,2,2,54,32,13,14,2,0,2,2,0,0,2,2,0,0,0,60,6,16287,65,11175,110,2975,2083,113,1608,739,7518,8
98848,19540,8464,47644,132796,25752,31853,27496,4356,112,55,0,6,0,4,0,0,0,2,2,0,0,60,66,4,4,63,41,24,26,4,0,4,4,0,0,4,4,0,0,0,40,12,20060,107,19345,210,130,927,2345,1863,3390,8655,8
96267,23144,8400,40324,128196,25632,28735,24887,3847,36,57,0,12,0,4,0,0,0,2,2,0,0,64,68,4,4,61,39,22,24,4,0,4,4,0,0,9,9,0,0,0,40,14,27826,133,21643,213,1800,2253,1031,5571,112,10767,8
89394,17944,8412,47092,97044,20904,32226,27939,4286,104,57,0,8,0,2,0,0,0,1,1,0,0,35,37,2,2,73,41,13,14,2,0,3,3,0,0,4,4,0,0,0,20,9,30910,104,16941,159,791,1856,2224,4673,115,9659,8
98688,23952,8408,44720,128304,29220,30058,25703,4354,76,55,0,10,0,4,0,0,0,2,2,0,0,68,74,4,4,92,56,28,32,4,0,3,5,0,0,6,6,0,0,0,80,14,32922,129,21776,248,1733,120,2475,993,3424,8745,8
37233,1812,8640,27652,77432,1820,16588,14218,2369,14,31,0,0,0,2,0,0,0,1,1,0,0,5,8,2,2,8,8,10,12,2,0,1,1,0,0,0,0,0,0,0,0,2,2176,16,2973,35,1580,117,2061,917,489,5164,8
28631,8,12280,24680,69548,12,8975,5392,3582,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,120,934,1528,3228,2226,8036,12
86509,16628,8408,46552,116496,17920,30395,25658,4736,84,55,0,5,0,2,0,0,0,1,1,0,0,32,33,2,2,53,31,11,12,2,0,5,2,0,0,2,2,0,0,0,40,6,14347,57,12074,146,1475,2823,829,114,1416,6657,8
46044,5356,7484,34452,59728,5400,14918,12006,2911,8,41,0,0,0,13,1,1,1,5,0,5,0,0,0,0,0,41,21,6,0,0,0,0,5,0,0,0,0,2,0,24,0,10,3210,37,6217,48,1025,1187,2184,116,651,5163,12
51569,4376,12212,34832,102440,8192,17789,15260,2528,40,16,0,1,0,0,0,0,0,0,0,10,1,28,35,0,0,24,24,16,2,0,0,1,1,0,0,0,0,0,0,0,38,19,3447,39,9035,58,2148,507,1361,179,1396,5591,77
42696,1012,11152,37860,74676,1016,7937,5985,1951,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,23,0,0,0,0,4913,1211,3261,115,2258,11758,12
67721,18184,9116,30980,86180,25308,17853,15409,2443,14,35,0,7,0,6,0,0,0,3,3,0,0,69,80,6,6,92,60,40,50,6,0,4,4,0,0,5,5,0,0,0,60,13,33733,144,24859,277,109,2141,4886,1908,1053,10097,8
42940,784,11160,38296,76756,788,7937,6110,1826,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,24,0,0,0,0,122,1718,4671,3478,872,10861,12
69999,1876,10920,60696,91476,3284,20453,17016,3436,212,19,0,0,0,26,26,26,0,0,0,0,0,2,4,0,0,0,0,26,35,35,0,0,26,0,0,0,0,0,0,156,0,52,0,0,0,0,787,3535,2194,315,2902,9733,8
34712,52,10248,29780,72940,60,7961,5552,2408,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,124,1187,1070,701,2124,5206,8
100660,21872,8436,42744,127264,24188,30169,26037,4131,68,61,0,8,0,10,0,0,0,5,5,0,0,128,139,10,10,39,39,61,74,10,0,6,8,0,0,9,9,0,0,0,100,30,22357,147,28011,298,1304,2783,114,1858,3605,9664,8
35362,500,11192,29836,83100,508,10010,7293,2716,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,2003,1242,125,3164,5109,11643,8
31867,2192,11320,24136,79932,2196,8952,5097,3854,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1893,944,2249,117,3706,8909,12
107565,33168,10620,58304,108056,40872,36619,30401,6217,169,52,0,2,0,0,0,0,0,0,0,9,2,24,25,0,0,15,15,8,0,0,0,0,0,0,0,0,0,0,0,0,32,17,2673,27,5422,30,1825,808,3085,2991,387,9096,77
32746,3548,12656,24528,77628,3560,7959,5159,2799,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,3914,3095,154,1147,2153,10463,8
100768,23836,8944,38200,119048,30768,26775,23029,3745,32,58,0,17,0,6,0,0,0,3,3,0,0,91,97,6,6,175,99,32,36,6,0,3,5,0,0,8,8,0,0,0,60,19,1958294,1676,80549,1173,3832,111,2368,1106,1911,9328,8
86499,7908,8416,50028,135972,13792,33399,28982,4416,143,52,0,5,0,2,0,0,0,1,1,0,0,35,39,2,2,73,41,14,14,2,0,3,3,0,0,3,3,0,0,0,40,8,21353,70,12415,124,793,1648,109,2134,3902,8586,8
46026,1292,11132,40652,75792,1296,7938,6052,1885,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,28,0,0,0,0,110,884,2164,2854,7670,13682,12
32007,3048,12196,24672,70768,3056,8951,5404,3546,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1038,1584,676,116,5536,8950,12
